policy_id,customer_id,product_id,agent_id,policy_status,start_date,end_date,annual_premium_usd,sum_assured_usd,payment_frequency,payment_method,underwriting_class,riders,channel,region
POL-001470,CUST-01528,PROD-001,AGT-0012,Active,2020-08-21,2025-08-20,4778.15,263319.53,Monthly,Cash,Preferred,"CI Rider,Hospital Cash,Disability",Direct,Indonesia
POL-001471,CUST-01975,PROD-016,AGT-0003,Active,2022-04-01,2023-04-01,1168.63,100439.3,Monthly,Credit Card,Declined,"Accidental Death,Disability",Bancassurance,Malaysia
POL-001472,CUST-00708,PROD-014,AGT-0010,Active,2020-02-13,2021-02-12,5247.11,435807.11,Monthly,Credit Card,Declined,,Broker,Philippines
POL-001473,CUST-01406,PROD-002,AGT-0001,Active,2018-06-14,2038-06-09,2087.07,65117.32,Monthly,Auto-Debit,Preferred,Accidental Death,Bancassurance,Mainland China
POL-001474,CUST-00088,PROD-008,AGT-0037,Active,2022-01-11,2023-01-11,2074.24,168650.29,Monthly,Auto-Debit,Declined,"Waiver of Premium,CI Rider,Disability",Bancassurance,Malaysia
POL-001475,CUST-01712,PROD-001,AGT-0006,Active,2021-03-17,2026-03-16,4428.51,278656.07,Annual,Auto-Debit,Standard,,Broker,Singapore
POL-001476,CUST-01853,PROD-016,AGT-0013,Active,2024-05-14,2025-05-14,573.37,29455.94,Annual,Auto-Debit,Declined,"Waiver of Premium,Accidental Death,CI Rider",Digital,Hong Kong
POL-001477,CUST-01942,PROD-007,AGT-0008,Active,2022-10-06,2023-10-06,871.72,75257.5,Quarterly,Auto-Debit,Substandard,,Digital,Vietnam
POL-001478,CUST-00807,PROD-007,AGT-0009,Cancelled,2023-03-12,2024-03-11,2065.59,198497.7,Semi-Annual,Bank Transfer,Substandard,,Agency,Taiwan
POL-001479,CUST-01354,PROD-014,AGT-0039,Active,2020-11-19,2021-11-19,6169.3,437136.74,Semi-Annual,Cash,Declined,"CI Rider,Disability,Hospital Cash",Bancassurance,Hong Kong
POL-001480,CUST-01910,PROD-009,AGT-0027,Active,2024-11-20,2025-11-20,686.54,20327.43,Semi-Annual,Credit Card,Standard,,Bancassurance,Taiwan
POL-001481,CUST-01914,PROD-001,AGT-0045,Active,2019-03-26,2024-03-24,3293.81,313775.71,Quarterly,Cash,Substandard,"Waiver of Premium,Disability,Accidental Death",Direct,Singapore
POL-001482,CUST-00493,PROD-006,AGT-0013,Cancelled,2020-01-10,2021-01-09,363.69,31919.78,Quarterly,Bank Transfer,Declined,"Accidental Death,Disability,Waiver of Premium",Digital,South Korea
POL-001483,CUST-01476,PROD-008,AGT-0018,Active,2021-09-11,2022-09-11,1311.36,62138.72,Annual,Cash,Substandard,"Disability,CI Rider,Accidental Death",Broker,Vietnam
POL-001484,CUST-00161,PROD-002,AGT-0045,Active,2018-07-26,2038-07-21,1113.71,101319.71,Monthly,Cash,Preferred,"CI Rider,Accidental Death",Direct,Hong Kong
POL-001485,CUST-01277,PROD-007,AGT-0041,Active,2020-04-24,2021-04-24,2334.85,141623.0,Semi-Annual,Credit Card,Preferred,"Disability,CI Rider,Waiver of Premium",Agency,Taiwan
POL-001486,CUST-00177,PROD-011,AGT-0045,Active,2021-11-24,2051-11-17,11519.21,853411.7,Monthly,Cash,Substandard,"Hospital Cash,CI Rider,Accidental Death",Direct,Philippines
POL-001487,CUST-00202,PROD-007,AGT-0008,Lapsed,2023-09-16,2024-09-15,2290.99,86759.36,Quarterly,Bank Transfer,Declined,,Digital,Hong Kong
POL-001488,CUST-01363,PROD-009,AGT-0018,Active,2020-11-15,2021-11-15,455.91,43140.93,Monthly,Bank Transfer,Standard,Disability,Broker,Singapore
POL-001489,CUST-00752,PROD-010,AGT-0007,Active,2024-02-28,2025-02-27,708.79,24210.35,Annual,Auto-Debit,Substandard,"Waiver of Premium,Disability,Accidental Death",Agency,Indonesia
POL-001490,CUST-01765,PROD-015,AGT-0016,Active,2020-07-25,2021-07-25,854.2,50374.18,Monthly,Cash,Substandard,CI Rider,Agency,Philippines
POL-001491,CUST-00091,PROD-012,AGT-0019,Active,2024-05-03,2034-05-01,7931.13,275269.24,Monthly,Credit Card,Preferred,"Accidental Death,CI Rider,Disability",Bancassurance,Hong Kong
POL-001492,CUST-00643,PROD-014,AGT-0050,Active,2024-09-14,2025-09-14,5361.1,370623.47,Monthly,Auto-Debit,Standard,"Disability,CI Rider,Waiver of Premium",Broker,Thailand
POL-001493,CUST-01251,PROD-012,AGT-0025,Surrendered,2022-07-09,2032-07-06,10852.28,304150.21,Quarterly,Bank Transfer,Standard,,Bancassurance,Vietnam
POL-001494,CUST-00985,PROD-011,AGT-0033,Surrendered,2022-10-31,2052-10-23,8283.73,404938.92,Monthly,Cash,Substandard,Accidental Death,Digital,Hong Kong
POL-001495,CUST-01416,PROD-013,AGT-0013,Cancelled,2019-04-08,2020-04-07,2107.77,139661.4,Quarterly,Cash,Standard,"Waiver of Premium,CI Rider,Accidental Death",Digital,Indonesia
POL-001496,CUST-01325,PROD-013,AGT-0035,Lapsed,2022-11-05,2023-11-05,1065.57,98149.88,Annual,Auto-Debit,Preferred,Waiver of Premium,Broker,Hong Kong
POL-001497,CUST-00853,PROD-005,AGT-0022,Active,2021-11-06,2022-11-06,1572.24,61707.57,Semi-Annual,Credit Card,Declined,"CI Rider,Accidental Death",Agency,Hong Kong
POL-001498,CUST-00521,PROD-010,AGT-0040,Active,2019-02-01,2020-02-01,602.45,53607.19,Semi-Annual,Bank Transfer,Substandard,Waiver of Premium,Digital,Singapore
POL-001499,CUST-01831,PROD-006,AGT-0029,Surrendered,2019-11-02,2020-11-01,781.9,68535.93,Annual,Bank Transfer,Substandard,,Digital,South Korea
POL-001500,CUST-01018,PROD-007,AGT-0009,Active,2023-08-18,2024-08-17,963.99,62228.56,Annual,Credit Card,Declined,"Waiver of Premium,Disability,CI Rider",Agency,Vietnam
POL-001501,CUST-00463,PROD-010,AGT-0003,Matured,2019-12-16,2020-12-15,283.49,26453.14,Annual,Credit Card,Declined,"Hospital Cash,CI Rider",Bancassurance,Malaysia
POL-001502,CUST-01551,PROD-009,AGT-0007,Active,2023-04-25,2024-04-24,573.24,14507.68,Monthly,Credit Card,Standard,,Agency,Singapore
POL-001503,CUST-01540,PROD-001,AGT-0006,Lapsed,2020-07-21,2025-07-20,3412.67,295814.42,Quarterly,Credit Card,Substandard,,Broker,South Korea
POL-001504,CUST-00523,PROD-001,AGT-0006,Matured,2019-01-19,2024-01-18,5554.62,509798.28,Quarterly,Credit Card,Substandard,,Broker,Indonesia
POL-001505,CUST-01189,PROD-005,AGT-0030,Active,2023-07-09,2024-07-08,2176.77,89955.78,Annual,Cash,Substandard,"CI Rider,Waiver of Premium",Bancassurance,Hong Kong
POL-001506,CUST-01061,PROD-010,AGT-0028,Cancelled,2024-04-16,2025-04-16,532.69,14858.12,Quarterly,Bank Transfer,Declined,"Disability,CI Rider",Digital,Malaysia
POL-001507,CUST-00634,PROD-016,AGT-0003,Lapsed,2024-08-15,2025-08-15,632.72,38739.83,Monthly,Bank Transfer,Standard,Accidental Death,Bancassurance,Taiwan
POL-001508,CUST-01932,PROD-005,AGT-0048,Active,2022-03-20,2023-03-20,1305.33,38772.36,Annual,Credit Card,Preferred,"CI Rider,Disability,Hospital Cash",Direct,South Korea
POL-001509,CUST-01264,PROD-004,AGT-0025,Lapsed,2024-06-09,2025-06-09,3855.8,346191.02,Annual,Cash,Standard,"CI Rider,Hospital Cash,Accidental Death",Bancassurance,South Korea
POL-001510,CUST-01885,PROD-010,AGT-0035,Active,2022-10-04,2023-10-04,435.79,29534.07,Semi-Annual,Cash,Declined,"CI Rider,Accidental Death,Hospital Cash",Broker,Hong Kong
POL-001511,CUST-01363,PROD-001,AGT-0003,Active,2023-03-09,2028-03-07,3760.87,295564.15,Quarterly,Bank Transfer,Preferred,"Accidental Death,Disability,Hospital Cash",Bancassurance,Singapore
POL-001512,CUST-00490,PROD-009,AGT-0030,Lapsed,2021-03-03,2022-03-03,605.01,56948.14,Annual,Cash,Declined,"CI Rider,Waiver of Premium",Bancassurance,South Korea
POL-001513,CUST-00915,PROD-008,AGT-0042,Matured,2024-02-09,2025-02-08,3246.92,160548.96,Monthly,Auto-Debit,Preferred,,Digital,South Korea
POL-001514,CUST-01993,PROD-015,AGT-0014,Active,2019-07-09,2020-07-08,374.75,14026.29,Annual,Bank Transfer,Standard,Accidental Death,Agency,Thailand
POL-001515,CUST-01206,PROD-012,AGT-0022,Active,2023-08-10,2033-08-07,7249.81,583811.81,Quarterly,Cash,Standard,"Disability,Waiver of Premium,Hospital Cash",Agency,Indonesia
POL-001516,CUST-01377,PROD-001,AGT-0027,Active,2019-06-06,2024-06-04,3191.49,232911.17,Semi-Annual,Bank Transfer,Substandard,"Disability,Waiver of Premium",Bancassurance,South Korea
POL-001517,CUST-01153,PROD-016,AGT-0020,Matured,2023-02-04,2024-02-04,533.08,33944.53,Annual,Cash,Standard,,Broker,Hong Kong
POL-001518,CUST-01441,PROD-015,AGT-0049,Active,2019-10-11,2020-10-10,514.97,32069.49,Annual,Bank Transfer,Substandard,CI Rider,Agency,Thailand
POL-001519,CUST-00766,PROD-002,AGT-0040,Active,2020-10-23,2040-10-18,1246.82,118047.24,Annual,Cash,Preferred,"Waiver of Premium,CI Rider",Digital,Hong Kong
POL-001520,CUST-00336,PROD-016,AGT-0004,Matured,2018-12-08,2019-12-08,1406.61,55880.91,Semi-Annual,Cash,Declined,"Waiver of Premium,Disability,Hospital Cash",Agency,Philippines
POL-001521,CUST-01774,PROD-003,AGT-0033,Active,2023-03-21,2024-03-20,932.65,26949.86,Semi-Annual,Bank Transfer,Standard,"Waiver of Premium,Disability,CI Rider",Digital,Mainland China
POL-001522,CUST-00354,PROD-003,AGT-0016,Active,2019-03-05,2020-03-04,2172.35,144699.79,Semi-Annual,Credit Card,Preferred,"CI Rider,Waiver of Premium",Agency,Hong Kong
POL-001523,CUST-01778,PROD-003,AGT-0031,Active,2020-09-01,2021-09-01,1183.24,112481.17,Semi-Annual,Credit Card,Substandard,"Hospital Cash,Disability,Accidental Death",Bancassurance,Philippines
POL-001524,CUST-00672,PROD-003,AGT-0012,Active,2020-10-10,2021-10-10,1983.61,187824.85,Monthly,Cash,Substandard,,Direct,Malaysia
POL-001525,CUST-00715,PROD-014,AGT-0026,Active,2020-03-03,2021-03-03,2633.68,94053.6,Annual,Auto-Debit,Declined,"Waiver of Premium,Disability",Agency,Singapore
POL-001526,CUST-00915,PROD-010,AGT-0017,Active,2020-05-05,2021-05-05,413.95,38060.36,Monthly,Credit Card,Standard,"Hospital Cash,Accidental Death,CI Rider",Digital,South Korea
POL-001527,CUST-00532,PROD-015,AGT-0002,Matured,2022-05-29,2023-05-29,736.74,50884.0,Annual,Cash,Standard,Hospital Cash,Digital,Thailand
POL-001528,CUST-00133,PROD-010,AGT-0022,Active,2019-09-06,2020-09-05,389.26,34450.96,Annual,Auto-Debit,Standard,"Accidental Death,Hospital Cash",Agency,Philippines
POL-001529,CUST-01879,PROD-001,AGT-0037,Active,2018-03-12,2023-03-11,5300.01,189246.34,Monthly,Auto-Debit,Standard,"Accidental Death,Disability,Hospital Cash",Bancassurance,Singapore
POL-001530,CUST-01457,PROD-009,AGT-0041,Active,2022-07-13,2023-07-13,444.02,36575.2,Annual,Credit Card,Standard,,Agency,South Korea
POL-001531,CUST-00613,PROD-004,AGT-0012,Surrendered,2022-10-25,2023-10-25,3638.26,361841.58,Quarterly,Auto-Debit,Declined,,Direct,Vietnam
POL-001532,CUST-01501,PROD-004,AGT-0037,Cancelled,2019-10-11,2020-10-10,3306.86,162002.34,Monthly,Cash,Preferred,Disability,Bancassurance,Hong Kong
POL-001533,CUST-01385,PROD-005,AGT-0043,Active,2020-09-25,2021-09-25,1998.79,168012.96,Quarterly,Bank Transfer,Declined,"CI Rider,Waiver of Premium",Agency,Vietnam
POL-001534,CUST-00228,PROD-006,AGT-0046,Active,2021-04-15,2022-04-15,804.61,63935.13,Quarterly,Credit Card,Standard,"Accidental Death,Disability,Hospital Cash",Agency,Malaysia
POL-001535,CUST-00231,PROD-007,AGT-0042,Active,2024-12-25,2025-12-25,1106.01,54332.01,Monthly,Cash,Declined,"Waiver of Premium,CI Rider,Disability",Digital,Hong Kong
POL-001536,CUST-01007,PROD-003,AGT-0007,Matured,2023-04-19,2024-04-18,963.69,92423.39,Quarterly,Bank Transfer,Substandard,,Agency,Vietnam
POL-001537,CUST-00510,PROD-007,AGT-0024,Active,2020-04-24,2021-04-24,969.17,48329.89,Quarterly,Cash,Preferred,"Hospital Cash,Waiver of Premium",Bancassurance,Indonesia
POL-001538,CUST-01580,PROD-009,AGT-0046,Surrendered,2018-04-25,2019-04-25,547.59,15487.17,Annual,Credit Card,Declined,Disability,Agency,Philippines
POL-001539,CUST-01365,PROD-006,AGT-0005,Active,2024-01-06,2025-01-05,630.61,27253.72,Quarterly,Credit Card,Declined,CI Rider,Agency,Malaysia
POL-001540,CUST-00267,PROD-016,AGT-0001,Active,2020-05-18,2021-05-18,1045.11,92243.46,Annual,Bank Transfer,Preferred,Accidental Death,Bancassurance,Vietnam
POL-001541,CUST-01856,PROD-005,AGT-0009,Active,2020-10-30,2021-10-30,1027.14,56106.21,Quarterly,Cash,Standard,Hospital Cash,Agency,Indonesia
POL-001542,CUST-00515,PROD-004,AGT-0019,Surrendered,2021-11-03,2022-11-03,4288.95,406202.77,Semi-Annual,Cash,Substandard,,Bancassurance,Thailand
POL-001543,CUST-00569,PROD-009,AGT-0030,Active,2021-03-05,2022-03-05,607.66,33678.02,Semi-Annual,Auto-Debit,Standard,,Bancassurance,Mainland China
POL-001544,CUST-00705,PROD-015,AGT-0038,Lapsed,2021-05-11,2022-05-11,746.92,16947.91,Quarterly,Auto-Debit,Preferred,Disability,Agency,Thailand
POL-001545,CUST-00506,PROD-005,AGT-0018,Surrendered,2021-05-09,2022-05-09,2024.71,147845.57,Semi-Annual,Auto-Debit,Standard,"Hospital Cash,Waiver of Premium",Broker,Malaysia
POL-001546,CUST-01544,PROD-015,AGT-0031,Active,2021-07-27,2022-07-27,904.44,37178.79,Monthly,Auto-Debit,Declined,,Bancassurance,Singapore
POL-001547,CUST-01867,PROD-014,AGT-0028,Active,2019-12-30,2020-12-29,4146.36,319505.93,Annual,Bank Transfer,Preferred,,Digital,Vietnam
POL-001548,CUST-00616,PROD-007,AGT-0043,Active,2023-01-12,2024-01-12,1533.13,45983.11,Semi-Annual,Cash,Preferred,"Disability,Hospital Cash",Agency,Hong Kong
POL-001549,CUST-01197,PROD-005,AGT-0028,Matured,2019-04-25,2020-04-24,1306.73,122900.42,Quarterly,Credit Card,Substandard,"Disability,Accidental Death,Hospital Cash",Digital,Mainland China
POL-001550,CUST-00106,PROD-002,AGT-0033,Active,2019-12-21,2039-12-16,1085.76,62881.28,Monthly,Bank Transfer,Preferred,,Digital,Malaysia
POL-001551,CUST-01189,PROD-005,AGT-0023,Lapsed,2019-12-26,2020-12-25,1715.74,34851.74,Semi-Annual,Bank Transfer,Preferred,"Hospital Cash,CI Rider",Bancassurance,Hong Kong
POL-001552,CUST-01157,PROD-003,AGT-0014,Surrendered,2018-07-23,2019-07-23,1799.67,106525.55,Quarterly,Credit Card,Preferred,"Waiver of Premium,Disability",Agency,Thailand
POL-001553,CUST-00032,PROD-006,AGT-0011,Active,2023-05-17,2024-05-16,602.58,56618.04,Semi-Annual,Cash,Preferred,"Disability,Hospital Cash",Digital,Hong Kong
POL-001554,CUST-01902,PROD-007,AGT-0011,Matured,2022-11-02,2023-11-02,2073.83,79972.22,Semi-Annual,Credit Card,Standard,"CI Rider,Waiver of Premium,Disability",Digital,Singapore
POL-001555,CUST-00478,PROD-016,AGT-0050,Active,2023-12-28,2024-12-27,632.57,18005.53,Annual,Auto-Debit,Preferred,"CI Rider,Waiver of Premium",Broker,Philippines
POL-001556,CUST-01037,PROD-012,AGT-0037,Active,2019-10-25,2029-10-22,11560.79,277444.88,Semi-Annual,Credit Card,Preferred,Disability,Bancassurance,South Korea
POL-001557,CUST-00854,PROD-013,AGT-0003,Lapsed,2018-03-30,2019-03-30,2116.16,141085.29,Semi-Annual,Auto-Debit,Standard,,Bancassurance,Hong Kong
POL-001558,CUST-01596,PROD-015,AGT-0008,Active,2022-03-09,2023-03-09,947.98,87067.15,Semi-Annual,Cash,Preferred,"Accidental Death,Hospital Cash,CI Rider",Digital,Thailand
POL-001559,CUST-01379,PROD-001,AGT-0049,Active,2019-03-09,2024-03-07,3005.19,204881.82,Semi-Annual,Bank Transfer,Substandard,Accidental Death,Agency,Philippines
POL-001560,CUST-01156,PROD-015,AGT-0035,Active,2022-10-13,2023-10-13,722.76,18757.53,Quarterly,Auto-Debit,Substandard,"Waiver of Premium,Hospital Cash,Accidental Death",Broker,Taiwan
POL-001561,CUST-01376,PROD-016,AGT-0004,Surrendered,2018-07-02,2019-07-02,990.52,26807.64,Monthly,Bank Transfer,Substandard,Accidental Death,Agency,Hong Kong
POL-001562,CUST-00823,PROD-008,AGT-0023,Active,2024-12-31,2025-12-31,1545.67,108260.67,Quarterly,Auto-Debit,Standard,"Waiver of Premium,Hospital Cash",Bancassurance,Vietnam
POL-001563,CUST-00657,PROD-014,AGT-0027,Lapsed,2020-10-11,2021-10-11,6357.24,183200.83,Semi-Annual,Bank Transfer,Declined,,Bancassurance,Vietnam
POL-001564,CUST-00769,PROD-004,AGT-0005,Cancelled,2021-11-05,2022-11-05,2349.56,208313.51,Monthly,Auto-Debit,Substandard,,Agency,Indonesia
POL-001565,CUST-01278,PROD-005,AGT-0047,Active,2022-05-02,2023-05-02,1272.47,84559.01,Quarterly,Bank Transfer,Declined,"CI Rider,Hospital Cash,Disability",Bancassurance,Vietnam
POL-001566,CUST-00246,PROD-009,AGT-0015,Active,2018-12-28,2019-12-28,372.19,20859.05,Monthly,Credit Card,Standard,,Agency,Taiwan
POL-001567,CUST-01692,PROD-004,AGT-0001,Active,2022-08-06,2023-08-06,2193.69,72765.01,Semi-Annual,Bank Transfer,Preferred,"Hospital Cash,Disability,CI Rider",Bancassurance,Hong Kong
POL-001568,CUST-01686,PROD-011,AGT-0006,Active,2023-10-06,2053-09-28,11268.5,817042.33,Annual,Auto-Debit,Substandard,,Broker,Indonesia
POL-001569,CUST-00922,PROD-004,AGT-0023,Active,2021-03-13,2022-03-13,3935.57,204871.87,Monthly,Bank Transfer,Substandard,"Disability,Hospital Cash",Bancassurance,Indonesia
POL-001570,CUST-01094,PROD-007,AGT-0002,Active,2021-03-07,2022-03-07,1803.96,43209.44,Monthly,Credit Card,Standard,"Disability,Hospital Cash,Accidental Death",Digital,Vietnam
POL-001571,CUST-01256,PROD-003,AGT-0039,Cancelled,2024-01-04,2025-01-03,1759.6,61685.5,Quarterly,Credit Card,Declined,"Disability,Accidental Death,CI Rider",Bancassurance,Hong Kong
POL-001572,CUST-01637,PROD-013,AGT-0019,Active,2018-03-12,2019-03-12,1832.34,159189.84,Monthly,Cash,Substandard,,Bancassurance,Thailand
POL-001573,CUST-00690,PROD-001,AGT-0042,Active,2022-10-30,2027-10-29,3585.19,219669.56,Annual,Credit Card,Standard,,Digital,Hong Kong
POL-001574,CUST-00905,PROD-013,AGT-0024,Active,2019-02-06,2020-02-06,783.42,66085.84,Quarterly,Credit Card,Declined,"Accidental Death,CI Rider",Bancassurance,Malaysia
POL-001575,CUST-00593,PROD-009,AGT-0023,Active,2022-01-03,2023-01-03,615.63,21950.88,Semi-Annual,Cash,Declined,"Hospital Cash,Accidental Death",Bancassurance,Philippines
POL-001576,CUST-00524,PROD-015,AGT-0033,Active,2019-03-11,2020-03-10,824.53,67213.16,Monthly,Credit Card,Declined,"Accidental Death,Disability,Waiver of Premium",Digital,Hong Kong
POL-001577,CUST-00166,PROD-015,AGT-0003,Active,2020-06-11,2021-06-11,347.61,24401.93,Annual,Cash,Preferred,Accidental Death,Bancassurance,Vietnam
POL-001578,CUST-00670,PROD-011,AGT-0034,Lapsed,2024-02-08,2054-01-31,6413.55,460145.71,Monthly,Bank Transfer,Declined,"CI Rider,Waiver of Premium,Accidental Death",Bancassurance,Thailand
POL-001579,CUST-01744,PROD-004,AGT-0035,Active,2018-05-01,2019-05-01,2756.64,166030.25,Quarterly,Auto-Debit,Declined,"CI Rider,Waiver of Premium,Disability",Broker,Hong Kong
POL-001580,CUST-00521,PROD-005,AGT-0023,Active,2024-10-27,2025-10-27,1447.09,76556.1,Quarterly,Auto-Debit,Substandard,"Hospital Cash,Disability",Bancassurance,Singapore
POL-001581,CUST-01634,PROD-015,AGT-0037,Active,2021-12-16,2022-12-16,387.76,19882.64,Monthly,Credit Card,Substandard,,Bancassurance,Indonesia
POL-001582,CUST-01419,PROD-001,AGT-0022,Matured,2021-05-28,2026-05-27,6451.21,284214.29,Annual,Bank Transfer,Substandard,Waiver of Premium,Agency,Thailand
POL-001583,CUST-00863,PROD-012,AGT-0016,Surrendered,2024-03-09,2034-03-07,11157.23,772098.23,Quarterly,Credit Card,Declined,"CI Rider,Disability,Accidental Death",Agency,Indonesia
POL-001584,CUST-00731,PROD-005,AGT-0017,Active,2021-05-03,2022-05-03,1061.05,103334.68,Semi-Annual,Cash,Declined,,Digital,Singapore
POL-001585,CUST-00829,PROD-012,AGT-0036,Active,2018-09-27,2028-09-24,4960.03,151166.78,Monthly,Cash,Declined,CI Rider,Bancassurance,Mainland China
POL-001586,CUST-00459,PROD-011,AGT-0003,Matured,2024-12-30,2054-12-23,9436.69,574940.38,Quarterly,Bank Transfer,Declined,,Bancassurance,Malaysia
POL-001587,CUST-01565,PROD-014,AGT-0027,Active,2019-12-03,2020-12-02,3490.43,323297.7,Semi-Annual,Bank Transfer,Declined,,Bancassurance,Philippines
POL-001588,CUST-00174,PROD-015,AGT-0041,Active,2023-01-07,2024-01-07,440.81,23509.54,Monthly,Bank Transfer,Preferred,"Waiver of Premium,Accidental Death,CI Rider",Agency,Malaysia
POL-001589,CUST-01343,PROD-009,AGT-0009,Active,2023-01-28,2024-01-28,717.79,65015.68,Quarterly,Bank Transfer,Preferred,Waiver of Premium,Agency,Philippines
POL-001590,CUST-00106,PROD-006,AGT-0021,Matured,2020-07-01,2021-07-01,308.44,26649.39,Annual,Cash,Substandard,,Agency,Malaysia
POL-001591,CUST-01600,PROD-015,AGT-0007,Surrendered,2024-02-09,2025-02-08,905.68,89779.31,Quarterly,Bank Transfer,Standard,,Agency,Mainland China
POL-001592,CUST-00697,PROD-013,AGT-0019,Active,2023-09-09,2024-09-08,1068.35,94026.2,Annual,Auto-Debit,Preferred,,Bancassurance,Taiwan
POL-001593,CUST-01591,PROD-009,AGT-0035,Active,2020-08-27,2021-08-27,381.91,16427.9,Semi-Annual,Bank Transfer,Declined,"Hospital Cash,CI Rider",Broker,Singapore
POL-001594,CUST-01540,PROD-003,AGT-0025,Lapsed,2022-04-22,2023-04-22,1039.55,71647.8,Quarterly,Bank Transfer,Preferred,,Bancassurance,South Korea
POL-001595,CUST-00889,PROD-002,AGT-0030,Cancelled,2018-01-13,2038-01-08,1229.91,39941.8,Semi-Annual,Auto-Debit,Declined,"Waiver of Premium,Accidental Death",Bancassurance,Vietnam
POL-001596,CUST-01942,PROD-012,AGT-0007,Cancelled,2020-01-01,2029-12-29,4970.67,316589.18,Quarterly,Auto-Debit,Standard,,Agency,Vietnam
POL-001597,CUST-00961,PROD-003,AGT-0038,Active,2021-05-30,2022-05-30,1141.79,86533.42,Semi-Annual,Cash,Declined,"Disability,CI Rider,Waiver of Premium",Agency,Singapore
POL-001598,CUST-00705,PROD-007,AGT-0027,Active,2023-01-23,2024-01-23,2141.6,60379.08,Quarterly,Credit Card,Preferred,"Hospital Cash,CI Rider",Bancassurance,Thailand
POL-001599,CUST-01418,PROD-009,AGT-0008,Matured,2022-12-26,2023-12-26,432.6,20574.79,Quarterly,Bank Transfer,Standard,,Digital,Malaysia
POL-001600,CUST-01915,PROD-005,AGT-0012,Cancelled,2021-04-13,2022-04-13,2234.21,67752.85,Annual,Credit Card,Declined,"Hospital Cash,Accidental Death,Waiver of Premium",Direct,South Korea
POL-001601,CUST-01356,PROD-007,AGT-0048,Active,2021-12-27,2022-12-27,2270.91,192771.48,Annual,Bank Transfer,Standard,,Direct,Hong Kong
POL-001602,CUST-00141,PROD-011,AGT-0009,Active,2024-11-18,2054-11-11,6882.64,551689.57,Quarterly,Credit Card,Declined,"CI Rider,Hospital Cash,Waiver of Premium",Agency,Indonesia
POL-001603,CUST-00098,PROD-004,AGT-0047,Lapsed,2019-01-18,2020-01-18,2892.8,233612.13,Quarterly,Credit Card,Standard,,Bancassurance,Hong Kong
POL-001604,CUST-00083,PROD-004,AGT-0002,Active,2020-12-10,2021-12-10,2596.3,61906.31,Monthly,Auto-Debit,Substandard,"CI Rider,Disability,Hospital Cash",Digital,Thailand
POL-001605,CUST-00710,PROD-003,AGT-0002,Active,2020-03-31,2021-03-31,1542.19,104519.79,Quarterly,Bank Transfer,Declined,Disability,Digital,Singapore
POL-001606,CUST-01856,PROD-006,AGT-0048,Active,2024-09-25,2025-09-25,289.91,13696.16,Semi-Annual,Auto-Debit,Standard,"CI Rider,Disability,Accidental Death",Direct,Indonesia
POL-001607,CUST-00948,PROD-016,AGT-0026,Cancelled,2021-07-12,2022-07-12,837.09,55032.18,Quarterly,Credit Card,Substandard,"Accidental Death,Waiver of Premium,CI Rider",Agency,Philippines
POL-001608,CUST-01790,PROD-010,AGT-0022,Lapsed,2020-08-26,2021-08-26,382.14,15641.32,Monthly,Credit Card,Declined,,Agency,Thailand
POL-001609,CUST-01490,PROD-009,AGT-0044,Active,2023-03-22,2024-03-21,532.65,51071.63,Quarterly,Bank Transfer,Preferred,"Hospital Cash,Disability",Agency,Vietnam
POL-001610,CUST-00571,PROD-015,AGT-0043,Surrendered,2021-05-22,2022-05-22,665.27,41260.44,Annual,Auto-Debit,Substandard,"Waiver of Premium,Hospital Cash",Agency,Hong Kong
POL-001611,CUST-00363,PROD-004,AGT-0041,Active,2022-02-16,2023-02-16,2794.64,194650.0,Semi-Annual,Bank Transfer,Declined,,Agency,Thailand
POL-001612,CUST-00983,PROD-003,AGT-0015,Active,2020-04-11,2021-04-11,1884.17,50543.74,Quarterly,Cash,Declined,"CI Rider,Waiver of Premium",Agency,Mainland China
POL-001613,CUST-01929,PROD-005,AGT-0014,Lapsed,2024-09-28,2025-09-28,1311.3,53913.52,Quarterly,Auto-Debit,Standard,CI Rider,Agency,Thailand
POL-001614,CUST-00354,PROD-001,AGT-0027,Active,2023-04-04,2028-04-02,4302.23,382283.21,Annual,Credit Card,Preferred,Hospital Cash,Bancassurance,Hong Kong
POL-001615,CUST-00820,PROD-013,AGT-0011,Cancelled,2018-07-28,2019-07-28,1764.96,83823.06,Quarterly,Credit Card,Standard,Disability,Digital,Indonesia
POL-001616,CUST-01911,PROD-006,AGT-0034,Lapsed,2024-04-30,2025-04-30,722.16,43912.23,Semi-Annual,Credit Card,Declined,Disability,Bancassurance,South Korea
POL-001617,CUST-01025,PROD-010,AGT-0035,Active,2021-08-11,2022-08-11,420.73,20640.9,Monthly,Auto-Debit,Standard,,Broker,Singapore
POL-001618,CUST-00543,PROD-014,AGT-0009,Surrendered,2023-03-02,2024-03-01,7065.64,329919.46,Annual,Bank Transfer,Standard,"CI Rider,Accidental Death,Hospital Cash",Agency,Vietnam
POL-001619,CUST-00947,PROD-006,AGT-0020,Cancelled,2020-07-31,2021-07-31,719.44,62056.11,Semi-Annual,Auto-Debit,Substandard,"Hospital Cash,Waiver of Premium,Disability",Broker,Hong Kong
POL-001620,CUST-01733,PROD-009,AGT-0038,Active,2024-10-03,2025-10-03,487.51,17690.84,Semi-Annual,Auto-Debit,Declined,Accidental Death,Agency,Indonesia
